pokemonId,latitude,longitude,appearedLocalTime,_id,cellId_90m,cellId_180m,cellId_370m,cellId_730m,cellId_1460m,cellId_2920m,cellId_5850m,appearedTimeOfDay,appearedHour,appearedMinute,appearedDayOfWeek,appearedDay,appearedMonth,appearedYear,terrainType,closeToWater,city,continent,weather,temperature,windSpeed,windBearing,pressure,weatherIcon,sunriseMinutesMidnight,sunriseHour,sunriseMinute,sunriseMinutesSince,sunsetMinutesMidnight,sunsetHour,sunsetMinute,sunsetMinutesBefore,population_density,urban,suburban,midurban,rural,gymDistanceKm,gymIn100m,gymIn250m,gymIn500m,gymIn1000m,gymIn2500m,gymIn5000m,pokestopDistanceKm,pokestopIn100m,pokestopIn250m,pokestopIn500m,pokestopIn1000m,pokestopIn2500m,pokestopIn5000m,cooc_1,cooc_2,cooc_3,cooc_4,cooc_5,cooc_6,cooc_7,cooc_8,cooc_9,cooc_10,cooc_11,cooc_12,cooc_13,cooc_14,cooc_15,cooc_16,cooc_17,cooc_18,cooc_19,cooc_20,cooc_21,cooc_22,cooc_23,cooc_24,cooc_25,cooc_26,cooc_27,cooc_28,cooc_29,cooc_30,cooc_31,cooc_32,cooc_33,cooc_34,cooc_35,cooc_36,cooc_37,cooc_38,cooc_39,cooc_40,cooc_41,cooc_42,cooc_43,cooc_44,cooc_45,cooc_46,cooc_47,cooc_48,cooc_49,cooc_50,cooc_51,cooc_52,cooc_53,cooc_54,cooc_55,cooc_56,cooc_57,cooc_58,cooc_59,cooc_60,cooc_61,cooc_62,cooc_63,cooc_64,cooc_65,cooc_66,cooc_67,cooc_68,cooc_69,cooc_70,cooc_71,cooc_72,cooc_73,cooc_74,cooc_75,cooc_76,cooc_77,cooc_78,cooc_79,cooc_80,cooc_81,cooc_82,cooc_83,cooc_84,cooc_85,cooc_86,cooc_87,cooc_88,cooc_89,cooc_90,cooc_91,cooc_92,cooc_93,cooc_94,cooc_95,cooc_96,cooc_97,cooc_98,cooc_99,cooc_100,cooc_101,cooc_102,cooc_103,cooc_104,cooc_105,cooc_106,cooc_107,cooc_108,cooc_109,cooc_110,cooc_111,cooc_112,cooc_113,cooc_114,cooc_115,cooc_116,cooc_117,cooc_118,cooc_119,cooc_120,cooc_121,cooc_122,cooc_123,cooc_124,cooc_125,cooc_126,cooc_127,cooc_128,cooc_129,cooc_130,cooc_131,cooc_132,cooc_133,cooc_134,cooc_135,cooc_136,cooc_137,cooc_138,cooc_139,cooc_140,cooc_141,cooc_142,cooc_143,cooc_144,cooc_145,cooc_146,cooc_147,cooc_148,cooc_149,cooc_150,cooc_151,class
29,20.524007,-97.458209,2016-09-08T02:33:25,MTc4MjE1OTE0NDgwMDA2Nzc1MDE=,9645138739814466000,9645138739881574000,9645138739076268000,9645138740150010000,9645138735855043000,9645138718675173000,9645138924833604000,night,4,33,dummy_day,8,8,2016,14,false,Mexico_City,America,Foggy,25.5,4.79,269,1018.02,fog,436,7,16,941,1181,19,41,-196,2431.2341,true,true,true,false,0.20554,false,true,true,true,true,true,0.157808,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,29
7,50.002035,9.067893,2016-09-08T02:33:25,MTMwNTc3NTExNjI4MTQ2NDM0NTM=,5169350274447310800,5169350274514419700,5169350274782855200,5169350271561629700,5169350258676727800,5169350275856597000,5169350344576073700,night,4,33,dummy_day,8,8,2016,13,false,Berlin,Europe,Clear,18.7,7.89,92,1012.99,clear-night,411,6,51,-128,1194,19,54,911,247.57158,false,false,true,false,0.101901,false,true,true,true,true,true,0.058615,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,7
16,29.553517,-95.667529,2016-09-08T02:33:20,MjY2MjAwODk3Njg5NzY0ODM5Nw==,9673982413700596000,9673982413633487000,9673982414438793000,9673982417660019000,9673982430544920000,9673982482084528000,9673982413365051000,night,4,33,dummy_day,8,8,2016,14,false,Chicago,America,Clear,27.1,6.38,144,1017.95,clear-night,424,7,4,908,1179,19,39,-153,382.54028,false,false,true,false,1.471094,false,false,false,false,true,true,0.668653,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,16
133,20.527231,-97.458547,2016-09-08T02:33:18,MTQ1NjEzMjY4NTY0NTAwOTcyNDU=,9645138741290860000,9645138741492187000,9645138741223752000,9645138740150010000,9645138735855043000,9645138718675173000,9645138924833604000,night,4,33,dummy_day,8,8,2016,14,false,Mexico_City,America,Foggy,25.5,4.79,269,1018.02,fog,436,7,16,941,1181,19,41,-196,2431.2341,true,true,true,false,0.263326,false,false,true,true,true,true,0.077689,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,133
96,43.70667,-79.394464,2016-09-08T02:33:17,MTE4NDA5MTUzMjA4MzU1MTgwMTM=,9811992542391042000,9811992542458150000,9811992542726586000,9811992541652845000,9811992545947812000,9811992494408204000,9811992563127681000,night,4,33,dummy_day,8,8,2016,13,true,Toronto,America,LightRain,22.7,0.64,148,1013.44,rain,409,6,49,944,1183,19,43,-170,4039.2358,true,true,true,false,0.170817,false,true,true,true,true,true,0.202267,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,96
19,19.271883,-99.618086,2016-09-08T02:33:16,MTUyOTExOTE4ODA0MTQ2MDgyNTM=,9641514333011706000,9641514332944597000,9641514332139290000,9641514328918065000,9641514333213032000,9641514316033163000,9641514384752640000,night,4,33,dummy_day,8,8,2016,13,false,Mexico_City,America,MostlyCloudy,14.2,5.3,178,1011.8,partly-cloudy-night,446,7,26,913,1189,19,49,-170,2102.9775,true,true,true,false,0.076542,true,true,true,true,true,true,0.121777,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,19
96,49.400582,13.284039,2016-09-08T02:33:12,MTExNDc5NDkxNTA2NTY1MzEwNTM=,5119132536630411300,5119132536563302400,5119132535757996000,5119132534684254200,5119132538979221500,5119132556159090700,5119132350000660500,night,4,33,dummy_day,8,8,2016,12,false,Prague,Europe,Clear,13.6,3.09,90,1016.98,clear-night,394,6,34,-116,1177,19,37,899,178.6358,false,false,false,true,0.244864,false,true,true,true,true,true,0.2457,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,96
96,53.611919,-113.44203,2016-09-08T02:33:07,NTMzMjQyMzU4NjU3OTYxNzQwNQ==,6025881542310494200,6025881542243385300,6025881543048691700,6025881546269917200,6025881533385015300,6025881516205146100,6025881447485669400,night,4,33,dummy_day,8,8,2016,13,false,Edmonton,America,Clear,8.9,1.47,314,1008.96,clear-night,415,6,55,896,1210,20,10,-101,761.8856,false,true,true,false,1.011287,false,false,false,false,true,true,0.5381,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,96
86,49.999197,9.066973,2016-09-08T02:32:58,MjczMzI0OTAxODQ1OTc2NjAxMw==,5169350272299827200,5169350272366936100,5169350272635371500,5169350271561629700,5169350258676727800,5169350275856597000,5169350344576073700,night,4,32,dummy_day,8,8,2016,5,false,Berlin,Europe,Clear,18.7,7.89,92,1012.99,clear-night,411,6,51,-128,1194,19,54,911,247.57158,false,false,true,false,0.238003,false,true,true,true,true,true,0.099922,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,86
56,26.231787,-98.195797,2016-09-08T02:32:58,MTUzNzkxMzQwNDk3MTMyNjY2MDU=,9684323465246540000,9684323465447866000,9684323465179430000,9684323461958205000,9684323474843107000,9684323526382715000,9684323320224285000,night,4,32,dummy_day,8,8,2016,13,false,Chicago,America,Clear,28,11.26,142,1016.69,clear-night,436,7,16,939,1187,19,47,-188,849.44226,true,true,true,false,1.831031,false,false,false,false,true,true,1.831031,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,56
13,49.40078,13.292727,2016-09-08T02:32:56,OTI1MjA5ODkwOTk5NzUzNDYzNw==,5119132552602320900,5119132552669429800,5119132552937865200,5119132551864123400,5119132538979221500,5119132556159090700,5119132350000660500,night,4,32,dummy_day,8,8,2016,12,false,Prague,Europe,Clear,13.6,3.09,90,1016.98,clear-night,394,6,34,-116,1177,19,37,899,178.6358,false,false,false,true,0.435989,false,false,true,true,true,true,0.151597,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,13
92,43.70955,-79.399126,2016-09-08T02:32:56,NDI0MDU3OTg4MzA1NDk0NjIyMQ==,9811992438774956000,9811992438842065000,9811992439647371000,9811992438573630000,9811992442868597000,9811992494408204000,9811992563127681000,night,4,32,dummy_day,8,8,2016,13,true,Toronto,America,LightRain,22.7,0.64,148,1013.44,rain,409,6,49,944,1183,19,43,-170,4039.2358,true,true,true,false,0.152134,false,true,true,true,true,true,0.009795,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,92
41,30.041983,-90.235936,2016-09-08T02:32:52,MTA4MTI2NTMwMjk0MzQ4ODI2OQ==,9664925768769077000,9664925768567750000,9664925769373057000,9664925766151832000,9664925753266930000,9664925804806537000,9664925736087060000,night,4,32,dummy_day,8,8,2016,0,true,Chicago,America,Clear,27.4,3.36,123,1019.95,clear-night,402,6,42,894,1157,19,17,-139,0,false,false,false,true,0.281032,false,false,true,true,true,true,0.187418,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,41
13,50.001225,9.064825,2016-09-08T02:32:51,MTgwNzU5Njk2NDk1NjUzNjA5ODk=,5169350269481254900,5169350269682581500,5169350270487887900,5169350271561629700,5169350258676727800,5169350275856597000,5169350344576073700,night,4,32,dummy_day,8,8,2016,13,false,Berlin,Europe,Clear,18.7,7.89,92,1012.99,clear-night,411,6,51,-128,1194,19,54,911,247.57158,false,false,true,false,0.249055,false,true,true,true,true,true,0.109608,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,13
46,25.726204,-100.379399,2016-09-08T02:32:45,NTQ0OTM4MjQxNzYyNzE4NTQ1Mw==,9683468113382736000,9683468113584062000,9683468113852498000,9683468110631272000,9683468123516174000,9683468106336305000,9683467900177875000,night,4,32,dummy_day,8,8,2016,13,false,Monterrey,America,Clear,27.4,5.13,92,1013.23,clear-night,445,7,25,897,1195,19,55,-147,2521.0115,true,true,true,false,0.119014,false,true,true,true,true,true,0.036068,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,46
72,30.039268,-90.239015,2016-09-08T02:32:42,MTAwNjU5NzQzOTA5OTU5NzM2NjE=,9664925741254443000,9664925741187334000,9664925741455770000,9664925740382028000,9664925753266930000,9664925804806537000,9664925736087060000,night,4,32,dummy_day,8,8,2016,0,true,Chicago,America,Clear,27.4,3.36,123,1019.95,clear-night,402,6,42,894,1157,19,17,-139,0,false,false,false,true,0.338941,false,false,true,true,true,true,0.08092,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,72
19,26.236078,-98.196054,2016-09-08T02:32:42,MTA1MjYxODA3NTQzMTI5MTkxMzM=,9684323728179069000,9684323727977742000,9684323727172436000,9684323728246178000,9684323715361276000,9684323663821668000,9684323869980099000,night,4,32,dummy_day,8,8,2016,13,false,Chicago,America,Clear,28,11.26,142,1016.69,clear-night,436,7,16,939,1187,19,47,-188,849.44226,true,true,true,false,0.72443,false,false,false,true,true,true,0.856967,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,19
19,32.91185,-97.324105,2016-09-08T02:32:40,MTU5NTY2MzA4MjA0NTcxMDcxODE=,9677629896423113000,9677629896356004000,9677629896087568000,9677629892866343000,9677629888571376000,9677629837031768000,9677630043190198000,night,4,32,dummy_day,8,8,2016,10,false,Chicago,America,Clear,29.8,9.3,160,1014.39,clear-night,429,7,9,869,1187,19,47,-111,69.58565,false,false,false,true,1.065867,false,false,false,false,true,true,0.338038,false,false,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,19
129,33.703184,-78.865202,2016-09-08T02:32:39,MTEwNTA2NTM4NDUyNDA0NzgxNzM=,9872005772123046000,9872005772055937000,9872005772861243000,9872005776082469000,9872005780377436000,9872005763197567000,9872005557039137000,night,4,32,dummy_day,8,8,2016,13,true,New_York,America,Clear,26,7.55,222,1019.13,clear-night,415,6,55,974,1174,19,34,-215,511.28308,false,true,true,false,0.487289,false,false,true,true,true,true,0.120138,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,129
129,20.524196,-97.458124,2016-09-08T02:32:38,MTI1MzExMzMzNDgxNjE4MTQyMQ==,9645138739814466000,9645138739881574000,9645138739076268000,9645138740150010000,9645138735855043000,9645138718675173000,9645138924833604000,night,4,32,dummy_day,8,8,2016,14,false,Mexico_City,America,Foggy,25.5,4.79,269,1018.02,fog,436,7,16,941,1181,19,41,-196,2431.2341,true,true,true,false,0.200653,false,true,true,true,true,true,0.155017,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,129
13,42.325024,-71.585701,2016-09-08T02:32:33,NzQ4ODM0NTQzNzYyMjE5MjYzNw==,9936054754184528000,9936054754251637000,9936054753983201000,9936054750761976000,9936054737877074000,9936054789416681000,9936054858136158000,night,4,32,dummy_day,8,8,2016,5,false,New_York,America,Clear,20.3,5.63,15,1016.15,clear-night,379,6,19,1008,1151,19,11,-236,880.8093,true,true,true,false,21.699792,false,false,false,false,false,false,0.093607,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,13
16,53.614339,-113.442454,2016-09-08T02:32:26,MTEwNzI4NDY4MDMyMTI5ODI1MjU=,6025881546068590600,6025881546001481700,6025881545196175400,6025881546269917200,6025881533385015300,6025881516205146100,6025881447485669400,night,4,32,dummy_day,8,8,2016,13,false,Edmonton,America,Clear,8.9,1.47,314,1008.96,clear-night,415,6,55,896,1210,20,10,-101,761.8856,false,true,true,false,0.766282,false,false,false,true,true,true,0.336757,false,false,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,16
63,26.232828,-98.196822,2016-09-08T02:32:20,MTA3MDk2NTM5OTI3NDc3NTMzNTc=,9684323731802948000,9684323731735839000,9684323731467403000,9684323728246178000,9684323715361276000,9684323663821668000,9684323869980099000,night,4,32,dummy_day,8,8,2016,13,false,Chicago,America,Clear,28,11.26,142,1016.69,clear-night,436,7,16,939,1187,19,47,-188,849.44226,true,true,true,false,1.083551,false,false,false,false,true,true,1.219869,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,63
