TLID	FEDIRP	FENAME	FETYPE	FEDIRS	FRADDL	TOADDL	FRADDR	TOADDR	coords
184644213	N	Barabla	St		4500.0	4598.0	4501.0	4599.0	[[24.862864000000016, 36.07332], [24.86166400000002, 36.07332]]
184644214	N	Hacia	St		3100.0	3298.0	3101.0	3299.0	[[24.86166400000002, 36.07062], [24.86166400000002, 36.07242]]
184644215	N	Bairn	St		4500.0	4598.0	4501.0	4599.0	[[24.86296400000002, 36.07242], [24.86166400000002, 36.07242]]
184644216	N	Averof	St		4910.0	4998.0	4901.0	4999.0	[[24.857564000000025, 36.07062], [24.856264000000024, 36.07052]]
184644217	N	Averof	St		4900.0	4908.0	4875.0	4899.0	[[24.857964000000024, 36.07062], [24.857564000000025, 36.07062]]
184644218	N	Ithakis	St		3000.0	3098.0	3001.0	3099.0	[[24.85786400000002, 36.06952], [24.857964000000024, 36.07062]]
184644219	N	Averof	St		4810.0	4898.0	4801.0	4873.0	[[24.859064000000018, 36.07052], [24.857964000000024, 36.07062]]
184644220	N	Ithakis	St		2900.0	2998.0	2901.0	2999.0	[[24.85786400000002, 36.06862], [24.85786400000002, 36.06952]]
184644221	N	Aveny	St		4800.0	4898.0	4801.0	4899.0	[[24.85956400000002, 36.06952], [24.85786400000002, 36.06952]]
184644222	N	Asiant	St		4800.0	4898.0	4801.0	4899.0	[[24.85956400000002, 36.06862], [24.85786400000002, 36.06862]]
184644223	N	Ithakis	St		2800.0	2898.0	2801.0	2899.0	[[24.857964000000024, 36.06772], [24.85786400000002, 36.06862]]
184644224	N	Averof	St		4800.0	4808.0	4711.0	4799.0	[[24.859464000000017, 36.07052], [24.859064000000018, 36.07052]]
184644225	N	Omirou	St		3000.0	3098.0	3001.0	3099.0	[[24.85956400000002, 36.06952], [24.859464000000017, 36.07052]]
184644226	N	Averof	St		4700.0	4798.0	4701.0	4709.0	[[24.860264000000015, 36.07052], [24.859464000000017, 36.07052]]
184644227	N	Omirou	St		2900.0	2998.0	2901.0	2999.0	[[24.85956400000002, 36.06862], [24.85956400000002, 36.06952]]
184644228	N	Aveny	St		4600.0	4798.0	4601.0	4799.0	[[24.861064000000013, 36.06952], [24.85956400000002, 36.06952]]
184644229	N	Omirou	St		2800.0	2898.0	2801.0	2899.0	[[24.859464000000017, 36.06772], [24.85956400000002, 36.06862]]
184644230	N	Asiant	St		4600.0	4798.0	4601.0	4799.0	[[24.860964000000024, 36.06862], [24.85956400000002, 36.06862]]
184644231	N	Ithakis	St		2700.0	2798.0	2701.0	2799.0	[[24.857964000000024, 36.06652], [24.857964000000024, 36.06772]]
184644232	N	Artakis	St		4800.0	4898.0	4801.0	4899.0	[[24.859464000000017, 36.06772], [24.857964000000024, 36.06772]]
184644233	N	Ithakis	St		2600.0	2698.0	2601.0	2699.0	[[24.85786400000002, 36.06562], [24.857964000000024, 36.06652]]
184644234	N	Arkadiou	St		4800.0	4898.0	4801.0	4899.0	[[24.859464000000017, 36.06562], [24.85786400000002, 36.06562]]
184644235	N	Ithakis	St		2500.0	2598.0	2501.0	2599.0	[[24.85786400000002, 36.06482], [24.85786400000002, 36.06562]]
184644237	N	Artakis	St		4600.0	4798.0	4601.0	4799.0	[[24.861064000000013, 36.06772], [24.859464000000017, 36.06772]]
184644238	N	Arkadou	St		4800.0	4898.0	4801.0	4899.0	[[24.85956400000002, 36.06662], [24.857964000000024, 36.06652]]
184644239	N	Omirou	St		2600.0	2798.0	2601.0	2799.0	[[24.859464000000017, 36.06562], [24.85956400000002, 36.06662]]
184644240	N	Arkadou	St		4600.0	4798.0	4601.0	4799.0	[[24.861064000000013, 36.06662], [24.85956400000002, 36.06662]]
184644241	N	Omirou	St		2500.0	2598.0	2501.0	2599.0	[[24.859464000000017, 36.06472], [24.859464000000017, 36.06562]]
184644242	N	Averof	St		4600.0	4698.0	4609.0	4699.0	[[24.861064000000013, 36.07052], [24.860264000000015, 36.07052]]
184644243	N	Hacia	St		3000.0	3098.0	3001.0	3099.0	[[24.861064000000013, 36.06952], [24.861064000000013, 36.07052]]
184644244	N	Hacia	St		2900.0	2998.0	2901.0	2999.0	[[24.860964000000024, 36.06862], [24.861064000000013, 36.06952]]
184644245	N	Asiant	St		4500.0	4598.0	4501.0	4599.0	[[24.86256400000002, 36.06862], [24.860964000000024, 36.06862]]
184644246	N	Hacia	St		2800.0	2898.0	2801.0	2899.0	[[24.861064000000013, 36.06772], [24.860964000000024, 36.06862]]
184644247	N	Averof	St		4514.0	4598.0	4601.0	4607.0	[[24.86166400000002, 36.07062], [24.861064000000013, 36.07052]]
184644248	N	Averof	St		4500.0	4512.0	4551.0	4599.0	[[24.862464000000017, 36.07042], [24.86166400000002, 36.07062]]
184644249	N	Thessalias	St		3000.0	3098.0	3001.0	3099.0	[[24.862464000000017, 36.06962], [24.862464000000017, 36.07042]]
184644250	N	Aveny	St		4500.0	4598.0	4501.0	4599.0	[[24.862464000000017, 36.06962], [24.861064000000013, 36.06952]]
184644251	N	Thessalias	St		2900.0	2998.0	2901.0	2999.0	[[24.86256400000002, 36.06862], [24.862464000000017, 36.06962]]
184644252	N	Aveny	St		4400.0	4498.0	4401.0	4499.0	[[24.864164000000017, 36.06962], [24.862464000000017, 36.06962]]
184644254	N	Asiant	St		4400.0	4498.0	4401.0	4499.0	[[24.864164000000017, 36.06862], [24.86256400000002, 36.06862]]
184644255	N	Hacia	St		2700.0	2798.0	2701.0	2799.0	[[24.861064000000013, 36.06662], [24.861064000000013, 36.06772]]
184644256	N	Artakis	St		4500.0	4598.0	4501.0	4599.0	[[24.86256400000002, 36.06772], [24.861064000000013, 36.06772]]
184644257	N	Hacia	St		2600.0	2698.0	2601.0	2699.0	[[24.861064000000013, 36.06572], [24.861064000000013, 36.06662]]
184644258	N	Arkadiou	St		4600.0	4798.0	4601.0	4799.0	[[24.861064000000013, 36.06572], [24.859464000000017, 36.06562]]
184644259	N	Arkadiou	St		4500.0	4598.0	4501.0	4599.0	[[24.86256400000002, 36.06572], [24.861064000000013, 36.06572]]
184644260	N	Hacia	St		2500.0	2598.0	2501.0	2599.0	[[24.860964000000024, 36.06482], [24.861064000000013, 36.06572]]
184644262	N	Artakis	St		4400.0	4498.0	4401.0	4499.0	[[24.864164000000017, 36.06772], [24.86256400000002, 36.06772]]
184644263	N	Arkadou	St		4500.0	4598.0	4501.0	4599.0	[[24.862464000000017, 36.06672], [24.861064000000013, 36.06662]]
184644264	N	Thessalias	St		2600.0	2698.0	2601.0	2699.0	[[24.86256400000002, 36.06572], [24.862464000000017, 36.06672]]
184644265	N	Arkadou	St		4400.0	4498.0	4401.0	4499.0	[[24.86415700000002, 36.066716], [24.862464000000017, 36.06672]]
184644267	N	Arkadiou	St		4400.0	4498.0	4401.0	4499.0	[[24.864164000000017, 36.06572], [24.86256400000002, 36.06572]]
184644268		Finiatur	St		2100.0	2298.0	2101.0	2299.0	[[24.85096400000002, 36.06202], [24.85096400000002, 36.06342]]
184644270	N	Androutsou	St		5300.0	5398.0	5301.0	5399.0	[[24.85226400000002, 36.06202], [24.85096400000002, 36.06202]]
184644271		Finiatur	St		1800.0	2098.0	1801.0	2099.0	[[24.85096400000002, 36.06032], [24.85096400000002, 36.06202]]
184644273	N	Androutsou	St		5200.0	5298.0	5201.0	5299.0	[[24.853664000000023, 36.06202], [24.85226400000002, 36.06202]]
184644274	N	Alm	St		5300.0	5398.0	5301.0	5399.0	[[24.852364000000023, 36.06032], [24.85096400000002, 36.06032]]
184644275		Finiatur	St		1400.0	1798.0	1401.0	1799.0	[[24.85096400000002, 36.05752], [24.85096400000002, 36.06032]]
184644276		Filis	St		1800.0	1898.0	1801.0	1899.0	[[24.852364000000023, 36.06032], [24.852364000000023, 36.06082]]
184644277		Filis	St		1200.0	1798.0	1201.0	1799.0	[[24.852364000000023, 36.05752], [24.852364000000023, 36.06032]]
184644278	N	Androutsou	St		5100.0	5198.0	5101.0	5199.0	[[24.855064000000013, 36.06202], [24.853664000000023, 36.06202]]
184644279	N	Tolleniau	St		1800.0	2098.0	1801.0	2099.0	[[24.853662000000014, 36.060329], [24.853664000000023, 36.06202]]
184644280	N	Parla	St		2348.0	2470.0	2401.0	2499.0	[[24.855064000000013, 36.06382], [24.855064000000013, 36.06472]]
184644281	N	Antoniadou	St		5000.0	5098.0	5001.0	5099.0	[[24.856364000000013, 36.06382], [24.855064000000013, 36.06382]]
184644282	N	Parla	St		2224.0	2346.0	2201.0	2399.0	[[24.855064000000013, 36.06292], [24.855064000000013, 36.06382]]
184644283	N	Arbete	St		5000.0	5098.0	5001.0	5099.0	[[24.856364000000013, 36.06482], [24.855064000000013, 36.06472]]
184644284	N	Limnou	St		2400.0	2498.0	2401.0	2499.0	[[24.856364000000013, 36.06382], [24.856364000000013, 36.06482]]
184644285	N	Arbete	St		4900.0	4998.0	4901.0	4999.0	[[24.85786400000002, 36.06482], [24.856364000000013, 36.06482]]
184644286	N	Limnou	St		2200.0	2398.0	2201.0	2399.0	[[24.856364000000013, 36.06292], [24.856364000000013, 36.06382]]
184644287	N	Parla	St		2100.0	2222.0	2101.0	2199.0	[[24.855064000000013, 36.06202], [24.855064000000013, 36.06292]]
184644288	N	Anntigonou	St		5000.0	5098.0	5001.0	5099.0	[[24.856364000000013, 36.06292], [24.855064000000013, 36.06292]]
184644289	N	Androutsou	St		5000.0	5098.0	5001.0	5099.0	[[24.856364000000013, 36.06202], [24.855064000000013, 36.06202]]
184644290	N	Parla	St		1900.0	2098.0	1901.0	2099.0	[[24.855064000000013, 36.06122], [24.855064000000013, 36.06202]]
184644291	N	Limnou	St		2100.0	2198.0	2101.0	2199.0	[[24.856364000000013, 36.06202], [24.856364000000013, 36.06292]]
184644292	N	Anntigonou	St		4900.0	4998.0	4901.0	4999.0	[[24.857916000000017, 36.062908], [24.856364000000013, 36.06292]]
184644293	N	Limnou	St		1900.0	2098.0	1901.0	2099.0	[[24.856464000000017, 36.06122], [24.856364000000013, 36.06202]]
184644294	N	Androutsou	St		4900.0	4998.0	4901.0	4999.0	[[24.857894000000016, 36.061982], [24.856364000000013, 36.06202]]
184644295	N	Alm	St		5200.0	5298.0	5201.0	5299.0	[[24.853662000000014, 36.060329], [24.852364000000023, 36.06032]]
184644296	N	Alm	St		5100.0	5198.0	5101.0	5199.0	[[24.855064000000013, 36.06032], [24.853662000000014, 36.060329]]
184644297	N	Tolleniau	St		1400.0	1798.0	1401.0	1799.0	[[24.853764000000012, 36.05752], [24.853662000000014, 36.060329]]
184644298	N	Parla	St		1800.0	1898.0	1801.0	1899.0	[[24.855064000000013, 36.06032], [24.855064000000013, 36.06122]]
184644299	N	Amfitris	St		5000.0	5098.0	5001.0	5099.0	[[24.856464000000017, 36.06122], [24.855064000000013, 36.06122]]
184644300	N	Parla	St		1664.0	1798.0	1601.0	1799.0	[[24.855064000000013, 36.05942], [24.855064000000013, 36.06032]]
184644301	N	Alm	St		5000.0	5098.0	5001.0	5099.0	[[24.856464000000017, 36.06032], [24.855064000000013, 36.06032]]
184644302	N	Parla	St		1532.0	1662.0	1501.0	1599.0	[[24.85507200000002, 36.05851], [24.855064000000013, 36.05942]]
184644303	N	Alexandrias	St		5000.0	5098.0	5001.0	5099.0	[[24.856464000000017, 36.05942], [24.855064000000013, 36.05942]]
184644304	N	Agisilaou	St		5300.0	5398.0	5301.0	5399.0	[[24.852364000000023, 36.05752], [24.85096400000002, 36.05752]]
184644305	N	Agisilaou	St		5200.0	5298.0	5201.0	5299.0	[[24.853764000000012, 36.05752], [24.852364000000023, 36.05752]]
184644306	N	Finiatur	St		1000.0	1024.0	1001.0	1025.0	[[24.85096400000002, 36.05352], [24.851064000000022, 36.05422]]
184644307	N	Idris	Dr		5200.0	5398.0	5201.0	5399.0	[[24.854064000000022, 36.05422], [24.851064000000022, 36.05422]]
184644308	N	Acera	St		5200.0	5348.0	5201.0	5399.0	[[24.854164000000026, 36.05352], [24.85096400000002, 36.05352]]
184644309	N	Agisilaou	St		5100.0	5198.0	5101.0	5199.0	[[24.855064000000013, 36.05752], [24.853764000000012, 36.05752]]
184644310	N	Parla	St		1400.0	1530.0	1401.0	1499.0	[[24.855064000000013, 36.05752], [24.85507200000002, 36.05851]]
184644311	N	Parla	St		1300.0	1398.0	1301.0	1399.0	[[24.855064000000013, 36.05662], [24.855064000000013, 36.05752]]
184644312	N	Agisilaou	St		5000.0	5098.0	5001.0	5099.0	[[24.856464000000017, 36.05752], [24.855064000000013, 36.05752]]
184644313	N	Parla	St		1200.0	1298.0	1201.0	1299.0	[[24.855064000000013, 36.05562], [24.855064000000013, 36.05662]]
184644314	N	Agiasou	St		5000.0	5098.0	5001.0	5099.0	[[24.85646800000002, 36.056596], [24.855064000000013, 36.05662]]
184644315	N	Parla	St		1100.0	1198.0	1101.0	1199.0	[[24.855064000000013, 36.054719999999996], [24.855064000000013, 36.05562]]
184644316	N	Agentes	St		5000.0	5098.0	5001.0	5099.0	[[24.856464000000017, 36.05562], [24.855064000000013, 36.05562]]
184644317	N	Limnou	St		1200.0	1298.0	1201.0	1299.0	[[24.856464000000017, 36.05562], [24.85646800000002, 36.056596]]
184644318	N	Tolleniau	St		1000.0	1024.0	963.0	1025.0	[[24.854164000000026, 36.05352], [24.854064000000022, 36.05422]]
184644319	N	Tolleniau	St		900.0	998.0	901.0	961.0	[[24.854064000000022, 36.05292], [24.854164000000026, 36.05352]]
184644320	N	Ermou	St		5100.0	5198.0	5101.0	5199.0	[[24.855164000000016, 36.05292], [24.854064000000022, 36.05292]]
184644321	N	Parla	St		1000.0	1098.0	1001.0	1099.0	[[24.855164000000016, 36.05382], [24.855064000000013, 36.054719999999996]]
184644322	N	Achilleos	St		5000.0	5098.0	5001.0	5099.0	[[24.856464000000017, 36.054719999999996], [24.855064000000013, 36.054719999999996]]
184644323	N	Parla	St		898.0	998.0	901.0	999.0	[[24.855164000000016, 36.05292], [24.855164000000016, 36.05382]]
184644324	N	Acera	St		5000.0	5098.0	5001.0	5099.0	[[24.856464000000017, 36.05382], [24.855164000000016, 36.05382]]
184644325	N	Ermou	St		5000.0	5098.0	5001.0	5099.0	[[24.856464000000017, 36.05292], [24.855164000000016, 36.05292]]
184644326	N	Parla	St		846.0	896.0	801.0	899.0	[[24.855364000000023, 36.05192], [24.855164000000016, 36.05292]]
184644327	N	Ithakis	St		2400.0	2498.0	2401.0	2499.0	[[24.857894000000016, 36.063843], [24.85786400000002, 36.06482]]
184644328	N	Arbete	St		4800.0	4898.0	4801.0	4899.0	[[24.859464000000017, 36.06472], [24.85786400000002, 36.06482]]
184644329	N	Antoniadou	St		4900.0	4998.0	4901.0	4999.0	[[24.857894000000016, 36.063843], [24.856364000000013, 36.06382]]
184644330	N	Ithakis	St		2200.0	2398.0	2201.0	2399.0	[[24.857916000000017, 36.062908], [24.857894000000016, 36.063843]]
184644331	N	Antoniadou	St		4800.0	4898.0	4801.0	4899.0	[[24.859464000000017, 36.06382], [24.857894000000016, 36.063843]]
184644332	N	Ithakis	St		2100.0	2198.0	2101.0	2199.0	[[24.857894000000016, 36.061982], [24.857916000000017, 36.062908]]
184644333	N	Omirou	St		2400.0	2498.0	2401.0	2499.0	[[24.859464000000017, 36.06382], [24.859464000000017, 36.06472]]
184644334	N	Omirou	St		2200.0	2398.0	2201.0	2399.0	[[24.859464000000017, 36.06292], [24.859464000000017, 36.06382]]
184644335	N	Antoniadou	St		4600.0	4798.0	4601.0	4799.0	[[24.860964000000024, 36.06382], [24.859464000000017, 36.06382]]
184644336	N	Anntigonou	St		4800.0	4898.0	4801.0	4899.0	[[24.859464000000017, 36.06292], [24.857916000000017, 36.062908]]
184644337	N	Omirou	St		2100.0	2198.0	2101.0	2199.0	[[24.859464000000017, 36.06192], [24.859464000000017, 36.06292]]
184644338	N	Anntigonou	St		4600.0	4798.0	4601.0	4799.0	[[24.861064000000013, 36.06292], [24.859464000000017, 36.06292]]
184644339	N	Amfitris	St		4900.0	4998.0	4901.0	4999.0	[[24.857964000000024, 36.06122], [24.856464000000017, 36.06122]]
184644340	N	Limnou	St		1800.0	1898.0	1801.0	1899.0	[[24.856464000000017, 36.06032], [24.856464000000017, 36.06122]]
184644341	N	Ithakis	St		1900.0	2098.0	1901.0	2099.0	[[24.857964000000024, 36.06122], [24.857894000000016, 36.061982]]
184644342	N	Androutsou	St		4800.0	4898.0	4801.0	4899.0	[[24.859464000000017, 36.06192], [24.857894000000016, 36.061982]]
184644343	N	Ithakis	St		1800.0	1898.0	1801.0	1899.0	[[24.857964000000024, 36.06032], [24.857964000000024, 36.06122]]
184644344	N	Amfitris	St		4750.0	4898.0	4801.0	4899.0	[[24.859464000000017, 36.06122], [24.857964000000024, 36.06122]]
184644345	N	Limnou	St		1600.0	1798.0	1601.0	1799.0	[[24.856464000000017, 36.05942], [24.856464000000017, 36.06032]]
184644346	N	Alm	St		4900.0	4998.0	4901.0	4999.0	[[24.857964000000024, 36.06032], [24.856464000000017, 36.06032]]
184644348	N	Limnou	St		1500.0	1598.0	1501.0	1599.0	[[24.856466000000026, 36.058526], [24.856464000000017, 36.05942]]
184644349	N	Alm	St		4800.0	4898.0	4751.0	4899.0	[[24.859464000000017, 36.06032], [24.857964000000024, 36.06032]]
184644350	N	Omirou	St		1900.0	2098.0	1901.0	2099.0	[[24.859464000000017, 36.06122], [24.859464000000017, 36.06192]]
184644351	N	Androutsou	St		4600.0	4798.0	4601.0	4799.0	[[24.860964000000024, 36.06192], [24.859464000000017, 36.06192]]
184644352	N	Amfitris	St		4600.0	4748.0	4601.0	4799.0	[[24.860964000000024, 36.06122], [24.859464000000017, 36.06122]]
184644354	N	Alm	St		4600.0	4798.0	4601.0	4749.0	[[24.860964000000024, 36.06032], [24.859464000000017, 36.06032]]
184644355	N	Alexandrias	St		4600.0	4798.0	4601.0	4799.0	[[24.860964000000024, 36.05942], [24.859364000000014, 36.05942]]
184644356	N	Omirou	St		1500.0	1612.0	1501.0	1699.0	[[24.859364000000014, 36.05842], [24.859364000000014, 36.05942]]
184644357	N	Arbete	St		4600.0	4798.0	4601.0	4799.0	[[24.860964000000024, 36.06482], [24.859464000000017, 36.06472]]
184644358	N	Hacia	St		2400.0	2498.0	2401.0	2499.0	[[24.860964000000024, 36.06382], [24.860964000000024, 36.06482]]
184644359	N	Arbete	St		4500.0	4598.0	4501.0	4599.0	[[24.86256400000002, 36.06482], [24.860964000000024, 36.06482]]
184644360	N	Hacia	St		2200.0	2398.0	2201.0	2399.0	[[24.861064000000013, 36.06292], [24.860964000000024, 36.06382]]
184644361	N	Antoniadou	St		4500.0	4598.0	4501.0	4599.0	[[24.86256400000002, 36.06382], [24.860964000000024, 36.06382]]
184644362	N	Anntigonou	St		4500.0	4598.0	4501.0	4599.0	[[24.86256400000002, 36.06292], [24.861064000000013, 36.06292]]
184644363	N	Hacia	St		2100.0	2198.0	2101.0	2199.0	[[24.860964000000024, 36.06192], [24.861064000000013, 36.06292]]
184644365	N	Arbete	St		4400.0	4498.0	4401.0	4499.0	[[24.864164000000017, 36.06472], [24.86256400000002, 36.06482]]
184644366	N	Thessalias	St		2200.0	2398.0	2201.0	2399.0	[[24.86256400000002, 36.06292], [24.86256400000002, 36.06382]]
184644367	N	Antoniadou	St		4400.0	4498.0	4401.0	4499.0	[[24.864164000000017, 36.06382], [24.86256400000002, 36.06382]]
184644368	N	Anntigonou	St		4400.0	4498.0	4401.0	4499.0	[[24.864164000000017, 36.06292], [24.86256400000002, 36.06292]]
184644369	N	Hacia	St		1900.0	2098.0	1901.0	2099.0	[[24.860964000000024, 36.06122], [24.860964000000024, 36.06192]]
184644370	N	Androutsou	St		4500.0	4598.0	4501.0	4599.0	[[24.862464000000017, 36.06192], [24.860964000000024, 36.06192]]
184644371	N	Hacia	St		1800.0	1898.0	1801.0	1899.0	[[24.860964000000024, 36.06032], [24.860964000000024, 36.06122]]
184644372	N	Amfitris	St		4500.0	4598.0	4501.0	4599.0	[[24.862464000000017, 36.06122], [24.860964000000024, 36.06122]]
184644373	N	Hacia	St		1600.0	1798.0	1601.0	1799.0	[[24.860964000000024, 36.05942], [24.860964000000024, 36.06032]]
184644374	N	Alm	St		4500.0	4598.0	4501.0	4599.0	[[24.862464000000017, 36.06032], [24.860964000000024, 36.06032]]
184644375	N	Alexandrias	St		4500.0	4598.0	4501.0	4599.0	[[24.862464000000017, 36.05942], [24.860964000000024, 36.05942]]
184644376	N	Hacia	St		1500.0	1598.0	1501.0	1599.0	[[24.860964000000024, 36.05842], [24.860964000000024, 36.05942]]
184644377	N	Thessalias	St		1900.0	2198.0	1901.0	2199.0	[[24.862464000000017, 36.06122], [24.862464000000017, 36.06192]]
184644378	N	Androutsou	St		4400.0	4498.0	4401.0	4499.0	[[24.864064000000013, 36.06192], [24.862464000000017, 36.06192]]
184644379	N	Thessalias	St		1800.0	1898.0	1801.0	1899.0	[[24.862464000000017, 36.06032], [24.862464000000017, 36.06122]]
184644380	N	Amfitris	St		4400.0	4498.0	4401.0	4499.0	[[24.864064000000013, 36.06122], [24.862464000000017, 36.06122]]
184644381	N	Thessalias	St		1600.0	1798.0	1601.0	1799.0	[[24.862464000000017, 36.05942], [24.862464000000017, 36.06032]]
184644382	N	Alm	St		4400.0	4498.0	4401.0	4499.0	[[24.864064000000013, 36.06032], [24.862464000000017, 36.06032]]
184644383	N	Thessalias	St		1500.0	1598.0	1501.0	1599.0	[[24.862464000000017, 36.05852], [24.862464000000017, 36.05942]]
184644384	N	Alexandrias	St		4400.0	4498.0	4401.0	4499.0	[[24.864064000000013, 36.05942], [24.862464000000017, 36.05942]]
184644385	N	Alamanas	St		5000.0	5098.0	5001.0	5099.0	[[24.856466000000026, 36.058526], [24.85507200000002, 36.05851]]
184644386	N	Limnou	St		1400.0	1498.0	1401.0	1499.0	[[24.856464000000017, 36.05752], [24.856466000000026, 36.058526]]
184644387	N	Limnou	St		1300.0	1398.0	1301.0	1399.0	[[24.85646800000002, 36.056596], [24.856464000000017, 36.05752]]
184644388	N	Agisilaou	St		4900.0	4998.0	4901.0	4999.0	[[24.857964000000024, 36.05752], [24.856464000000017, 36.05752]]
184644390	N	Ithakis	St		1300.0	1398.0	1301.0	1399.0	[[24.857964000000024, 36.05662], [24.857964000000024, 36.05752]]
184644391	N	Agisilaou	St		4800.0	4898.0	4801.0	4899.0	[[24.859464000000017, 36.05752], [24.857964000000024, 36.05752]]
184644392	N	Agentes	St		4900.0	4998.0	4901.0	4999.0	[[24.857964000000024, 36.05562], [24.856464000000017, 36.05562]]
184644393	N	Limnou	St		1100.0	1198.0	1101.0	1199.0	[[24.856464000000017, 36.054719999999996], [24.856464000000017, 36.05562]]
184644394	N	Agiasou	St		4900.0	4998.0	4901.0	4999.0	[[24.857964000000024, 36.05662], [24.85646800000002, 36.056596]]
184644395	N	Ithakis	St		1200.0	1298.0	1201.0	1299.0	[[24.857964000000024, 36.05562], [24.857964000000024, 36.05662]]
184644396	N	Agiasou	St		4800.0	4898.0	4801.0	4899.0	[[24.859464000000017, 36.05662], [24.857964000000024, 36.05662]]
184644397	N	Ithakis	St		1100.0	1198.0	1101.0	1199.0	[[24.857964000000024, 36.054719999999996], [24.857964000000024, 36.05562]]
184644398	N	Omirou	St		1400.0	1498.0	1401.0	1499.0	[[24.859464000000017, 36.05752], [24.859364000000014, 36.05842]]
184644399	N	Alamanas	St		4600.0	4798.0	4601.0	4799.0	[[24.860964000000024, 36.05842], [24.859364000000014, 36.05842]]
184644400	N	Omirou	St		1300.0	1398.0	1301.0	1399.0	[[24.859464000000017, 36.05662], [24.859464000000017, 36.05752]]
184644401	N	Agisilaou	St		4600.0	4798.0	4601.0	4799.0	[[24.860975000000025, 36.057531], [24.859464000000017, 36.05752]]
184644402	N	Omirou	St		1200.0	1298.0	1201.0	1299.0	[[24.859483000000026, 36.055662], [24.859464000000017, 36.05662]]
184644403	N	Agiasou	St		4600.0	4798.0	4601.0	4799.0	[[24.860964000000024, 36.05662], [24.859464000000017, 36.05662]]
184644404	N	Agentes	St		4800.0	4898.0	4801.0	4899.0	[[24.859483000000026, 36.055662], [24.857964000000024, 36.05562]]
184644405	N	Omirou	St		1100.0	1198.0	1101.0	1199.0	[[24.85945100000002, 36.054716], [24.859483000000026, 36.055662]]
184644406	N	Agentes	St		4600.0	4798.0	4601.0	4799.0	[[24.860991000000013, 36.055716], [24.859483000000026, 36.055662]]
184644407	N	Achilleos	St		4900.0	4998.0	4901.0	4999.0	[[24.857964000000024, 36.054719999999996], [24.856464000000017, 36.054719999999996]]
184644408	N	Limnou	St		1000.0	1098.0	1001.0	1099.0	[[24.856464000000017, 36.05382], [24.856464000000017, 36.054719999999996]]
184644409	N	Ithakis	St		1000.0	1098.0	1001.0	1099.0	[[24.857964000000024, 36.05382], [24.857964000000024, 36.054719999999996]]
184644410	N	Limnou	St		900.0	998.0	901.0	999.0	[[24.856464000000017, 36.05292], [24.856464000000017, 36.05382]]
184644411	N	Acera	St		4900.0	4998.0	4901.0	4999.0	[[24.857964000000024, 36.05382], [24.856464000000017, 36.05382]]
184644412	N	Ermou	St		4800.0	4998.0	4801.0	4999.0	[[24.859464000000017, 36.05292], [24.856464000000017, 36.05292]]
184644413	N	Limnou	St		800.0	898.0	801.0	899.0	[[24.856464000000017, 36.05192], [24.856464000000017, 36.05292]]
184644414	N	Acera	St		4800.0	4898.0	4801.0	4899.0	[[24.859464000000017, 36.05382], [24.857964000000024, 36.05382]]
184644415	N	Achilleos	St		4800.0	4898.0	4801.0	4899.0	[[24.85945100000002, 36.054716], [24.857964000000024, 36.054719999999996]]
184644416	N	Omirou	St		1000.0	1098.0	1001.0	1099.0	[[24.859464000000017, 36.05382], [24.85945100000002, 36.054716]]
184644417	N	Achilleos	St		4600.0	4798.0	4601.0	4799.0	[[24.860964000000024, 36.054719999999996], [24.85945100000002, 36.054716]]
184644418	N	Omirou	St		900.0	998.0	901.0	999.0	[[24.859464000000017, 36.05292], [24.859464000000017, 36.05382]]
184644419	N	Acera	St		4600.0	4798.0	4601.0	4799.0	[[24.860964000000024, 36.05382], [24.859464000000017, 36.05382]]
184644420	N	Ermou	St		4600.0	4798.0	4601.0	4799.0	[[24.861064000000013, 36.05292], [24.859464000000017, 36.05292]]
184644421	N	Omirou	St		800.0	898.0	801.0	899.0	[[24.859464000000017, 36.05192], [24.859464000000017, 36.05292]]
184644422	N	Hacia	St		1400.0	1498.0	1401.0	1499.0	[[24.860975000000025, 36.057531], [24.860964000000024, 36.05842]]
184644423	N	Hacia	St		1300.0	1398.0	1301.0	1399.0	[[24.860964000000024, 36.05662], [24.860975000000025, 36.057531]]
184644424	N	Agisilaou	St		4500.0	4598.0	4501.0	4599.0	[[24.862464000000017, 36.05752], [24.860975000000025, 36.057531]]
184644425	N	Hacia	St		1200.0	1298.0	1201.0	1299.0	[[24.860991000000013, 36.055716], [24.860964000000024, 36.05662]]
184644426	N	Agiasou	St		4500.0	4598.0	4501.0	4599.0	[[24.862464000000017, 36.05662], [24.860964000000024, 36.05662]]
184644427	N	Agentes	St		4500.0	4598.0	4501.0	4599.0	[[24.862464000000017, 36.05572], [24.860991000000013, 36.055716]]
184644428	N	Hacia	St		1100.0	1198.0	1101.0	1199.0	[[24.860964000000024, 36.054719999999996], [24.860991000000013, 36.055716]]
184644429	N	Alamanas	St		4500.0	4598.0	4501.0	4599.0	[[24.862464000000017, 36.05852], [24.860964000000024, 36.05842]]
184644430	N	Thessalias	St		1400.0	1498.0	1401.0	1499.0	[[24.862464000000017, 36.05752], [24.862464000000017, 36.05852]]
184644431	N	Alamanas	St		4400.0	4498.0	4401.0	4499.0	[[24.864064000000013, 36.05852], [24.862464000000017, 36.05852]]
